Key Id,Tournament Id,tournament Name,Match Id,Match Name,Stage Name,Group Name,Group Stage,Knockout Stage,Replayed,Replay,Match Date,Match Time,Stadium Id,Stadium Name,City Name,Country Name,Home Team Id,Home Team Name,Home Team Code,Away Team Id,Away Team Name,Away Team Code,Score,Home Team Score,Away Team Score,Home Team Score Margin,Away Team Score Margin,Extra Time,Penalty Shootout,Score Penalties,Home Team Score Penalties,Away Team Score Penalties,Result,Home Team Win,Away Team Win,Draw,sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,player_positions,preferred_foot,team_position,team_jersey_number
11.0,WC-1930,1930 FIFA World Cup,M-1930-11,Argentina v Mexico,group stage,Group 1,1.0,0.0,0.0,0.0,7/19/1930,15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-44,Mexico,MEX,63,6.0,3.0,3.0,-3.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,231747,https://sofifa.com/player/231747/kylian-mbappe/20/159586,K. Mbappé,Kylian Mbappé,20,1998-12-20,178,73,France,Paris Saint-Germain,"ST, RW",Right,RW,7.0
12.0,WC-1930,1930 FIFA World Cup,M-1930-12,Brazil v Bolivia,group stage,Group 2,1.0,0.0,0.0,0.0,7/20/1930,13:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-09,Brazil,BRA,T-07,Bolivia,BOL,40,4.0,0.0,4.0,-4.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,201024,https://sofifa.com/player/201024/kalidou-koulibaly/20/159586,K. Koulibaly,Kalidou Koulibaly,28,1991-06-20,187,89,Senegal,Napoli,CB,Right,LCB,26.0
13.0,WC-1930,1930 FIFA World Cup,M-1930-13,Paraguay v Belgium,group stage,Group 4,1.0,0.0,0.0,0.0,7/20/1930,15:00,S-191,Estadio Centenario,Montevideo,Uruguay,T-53,Paraguay,PRY,T-06,Belgium,BEL,10,1.0,0.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,202126,https://sofifa.com/player/202126/harry-kane/20/159586,H. Kane,Harry Kane,25,1993-07-28,188,89,England,Tottenham Hotspur,ST,Right,ST,10.0
14.0,WC-1930,1930 FIFA World Cup,M-1930-14,Uruguay v Romania,group stage,Group 3,1.0,0.0,0.0,0.0,7/21/1930,14:50,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-59,Romania,ROU,40,4.0,0.0,4.0,-4.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,212831,https://sofifa.com/player/212831/alisson-ramses-becker/20/159586,Alisson,Alisson Ramses Becker,26,1992-10-02,191,91,Brazil,Liverpool,GK,Right,GK,1.0
15.0,WC-1930,1930 FIFA World Cup,M-1930-15,Argentina v Chile,group stage,Group 1,1.0,0.0,0.0,0.0,7/22/1930,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-13,Chile,CHL,31,3.0,1.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,193080,https://sofifa.com/player/193080/david-de-gea-quintana/20/159586,De Gea,David De Gea Quintana,28,1990-11-07,192,82,Spain,Manchester United,GK,Right,GK,1.0
16.0,WC-1930,1930 FIFA World Cup,M-1930-16,Argentina v United States,semi-finals,not applicable,0.0,1.0,0.0,0.0,7/26/1930,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-03,Argentina,ARG,T-80,United States,USA,61,6.0,1.0,5.0,-5.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,215914,https://sofifa.com/player/215914/ngolo-kante/20/159586,N. Kanté,N'Golo Kanté,28,1991-03-29,168,72,France,Chelsea,"CDM, CM",Right,RCM,7.0
17.0,WC-1930,1930 FIFA World Cup,M-1930-17,Uruguay v Yugoslavia,semi-finals,not applicable,0.0,1.0,0.0,0.0,7/27/1930,14:45,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-84,Yugoslavia,YUG,61,6.0,1.0,5.0,-5.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,138956,https://sofifa.com/player/138956/giorgio-chiellini/20/159586,G. Chiellini,Giorgio Chiellini,34,1984-08-14,187,85,Italy,Juventus,CB,Left,LCB,3.0
18.0,WC-1930,1930 FIFA World Cup,M-1930-18,Uruguay v Argentina,final,not applicable,0.0,1.0,0.0,0.0,7/30/1930,14:15,S-191,Estadio Centenario,Montevideo,Uruguay,T-81,Uruguay,URY,T-03,Argentina,ARG,42,4.0,2.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,153079,https://sofifa.com/player/153079/sergio-aguero/20/159586,S. Agüero,Sergio Leonel Agüero del Castillo,31,1988-06-02,173,70,Argentina,Manchester City,ST,Right,ST,10.0
19.0,WC-1934,1934 FIFA World Cup,M-1934-01,Austria v France,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-081,Stadio Benito Mussolini,Turin,Italy,T-05,Austria,AUT,T-28,France,FRA,32,3.0,2.0,1.0,-1.0,1.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,155862,https://sofifa.com/player/155862/sergio-ramos-garcia/20/159586,Sergio Ramos,Sergio Ramos García,33,1986-03-30,184,82,Spain,Real Madrid,CB,Right,LCB,4.0
20.0,WC-1934,1934 FIFA World Cup,M-1934-02,Czechoslovakia v Romania,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-080,Stadio Littorio,Trieste,Italy,T-20,Czechoslovakia,CSK,T-59,Romania,ROU,21,2.0,1.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,176580,https://sofifa.com/player/176580/luis-suarez/20/159586,L. Suárez,Luis Alberto Suárez Díaz,32,1987-01-24,182,86,Uruguay,FC Barcelona,ST,Right,ST,9.0
21.0,WC-1934,1934 FIFA World Cup,M-1934-03,Germany v Belgium,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-072,Stadio Giovanni Berta,Florence,Italy,T-29,Germany,DEU,T-06,Belgium,BEL,52,5.0,2.0,3.0,-3.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,188545,https://sofifa.com/player/188545/robert-lewandowski/20/159586,R. Lewandowski,Robert Lewandowski,30,1988-08-21,184,80,Poland,FC Bayern München,ST,Right,ST,9.0
22.0,WC-1934,1934 FIFA World Cup,M-1934-04,Hungary v Egypt,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-34,Hungary,HUN,T-25,Egypt,EGY,42,4.0,2.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,189511,https://sofifa.com/player/189511/sergio-busquets-burgos/20/159586,Sergio Busquets,Sergio Busquets i Burgos,30,1988-07-16,189,76,Spain,FC Barcelona,"CDM, CM",Right,CDM,5.0
23.0,WC-1934,1934 FIFA World Cup,M-1934-05,Italy v United States,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-80,United States,USA,71,7.0,1.0,6.0,-6.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,194765,https://sofifa.com/player/194765/antoine-griezmann/20/159586,A. Griezmann,Antoine Griezmann,28,1991-03-21,176,73,France,FC Barcelona,"CF, ST, LW",Left,LW,17.0
24.0,WC-1934,1934 FIFA World Cup,M-1934-06,Spain v Brazil,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-073,Stadio Luigi Ferraris,Genoa,Italy,T-71,Spain,ESP,T-09,Brazil,BRA,31,3.0,1.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,211110,https://sofifa.com/player/211110/paulo-dybala/20/159586,P. Dybala,Paulo Bruno Exequiel Dybala,25,1993-11-15,177,75,Argentina,Juventus,"CAM, RW",Left,RW,10.0
25.0,WC-1934,1934 FIFA World Cup,M-1934-07,Sweden v Argentina,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-72,Sweden,SWE,T-03,Argentina,ARG,32,3.0,2.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,195864,https://sofifa.com/player/195864/paul-pogba/20/159586,P. Pogba,Paul Pogba,26,1993-03-15,191,84,France,Manchester United,"CM, CDM",Right,LDM,6.0
26.0,WC-1934,1934 FIFA World Cup,M-1934-08,Switzerland v Netherlands,round of 16,not applicable,0.0,1.0,0.0,0.0,5/27/1934,16:00,S-074,San Siro,Milan,Italy,T-73,Switzerland,CHE,T-46,Netherlands,NLD,32,3.0,2.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,210257,https://sofifa.com/player/210257/ederson-santana-de-moraes/20/159586,Ederson,Ederson Santana de Moraes,25,1993-08-17,188,86,Brazil,Manchester City,GK,Left,GK,31.0
27.0,WC-1934,1934 FIFA World Cup,M-1934-09,Austria v Hungary,quarter-finals,not applicable,0.0,1.0,0.0,0.0,5/31/1934,16:30,S-069,Stadio Renato Dall'Ara,Bologna,Italy,T-05,Austria,AUT,T-34,Hungary,HUN,21,2.0,1.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,202652,https://sofifa.com/player/202652/raheem-sterling/20/159586,R. Sterling,Raheem Sterling,24,1994-12-08,170,69,England,Manchester City,"RW, LW",Right,LW,7.0
28.0,WC-1934,1934 FIFA World Cup,M-1934-10,Czechoslovakia v Switzerland,quarter-finals,not applicable,0.0,1.0,0.0,0.0,5/31/1934,16:30,S-081,Stadio Benito Mussolini,Turin,Italy,T-20,Czechoslovakia,CSK,T-73,Switzerland,CHE,32,3.0,2.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,190460,https://sofifa.com/player/190460/christian-eriksen/20/159586,C. Eriksen,Christian  Dannemann Eriksen,27,1992-02-14,181,76,Denmark,Tottenham Hotspur,"CAM, CM",Right,RM,23.0
29.0,WC-1934,1934 FIFA World Cup,M-1934-11,Germany v Sweden,quarter-finals,not applicable,0.0,1.0,0.0,0.0,5/31/1934,16:30,S-074,San Siro,Milan,Italy,T-29,Germany,DEU,T-72,Sweden,SWE,21,2.0,1.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,192119,https://sofifa.com/player/192119/thibaut-courtois/20/159586,T. Courtois,Thibaut Courtois,27,1992-05-11,199,96,Belgium,Real Madrid,GK,Left,GK,13.0
30.0,WC-1934,1934 FIFA World Cup,M-1934-12,Italy v Spain,quarter-finals,not applicable,0.0,1.0,1.0,0.0,5/31/1934,16:30,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,11,1.0,1.0,0.0,0.0,1.0,0.0,0-0,0.0,0.0,draw,0.0,0.0,1.0,152729,https://sofifa.com/player/152729/gerard-pique-bernabeu/20/159586,Piqué,Gerard Piqué Bernabéu,32,1987-02-02,194,85,Spain,FC Barcelona,CB,Right,RCB,3.0
31.0,WC-1934,1934 FIFA World Cup,M-1934-13,Italy v Spain,quarter-finals,not applicable,0.0,1.0,0.0,1.0,6/1/1934,16:30,S-072,Stadio Giovanni Berta,Florence,Italy,T-39,Italy,ITA,T-71,Spain,ESP,10,1.0,0.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,162835,https://sofifa.com/player/162835/samir-handanovic/20/159586,S. Handanovič,Samir Handanovič,34,1984-07-14,193,92,Slovenia,Inter,GK,Right,GK,1.0
32.0,WC-1934,1934 FIFA World Cup,M-1934-14,Czechoslovakia v Germany,semi-finals,not applicable,0.0,1.0,0.0,0.0,6/3/1934,16:30,S-078,Stadio Nazionale PNF,Rome,Italy,T-20,Czechoslovakia,CSK,T-29,Germany,DEU,31,3.0,1.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,167495,https://sofifa.com/player/167495/manuel-neuer/20/159586,M. Neuer,Manuel Neuer,33,1986-03-27,193,92,Germany,FC Bayern München,GK,Right,GK,1.0
33.0,WC-1934,1934 FIFA World Cup,M-1934-15,Italy v Austria,semi-finals,not applicable,0.0,1.0,0.0,0.0,6/3/1934,16:30,S-074,San Siro,Milan,Italy,T-39,Italy,ITA,T-05,Austria,AUT,10,1.0,0.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,167948,https://sofifa.com/player/167948/hugo-lloris/20/159586,H. Lloris,Hugo Lloris,32,1986-12-26,188,82,France,Tottenham Hotspur,GK,Left,GK,1.0
34.0,WC-1934,1934 FIFA World Cup,M-1934-16,Germany v Austria,third-place match,not applicable,0.0,1.0,0.0,0.0,6/7/1934,18:00,S-075,Stadio Giorgio Ascarelli,Naples,Italy,T-29,Germany,DEU,T-05,Austria,AUT,32,3.0,2.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,168542,https://sofifa.com/player/168542/david-josue-jimenez-silva/20/159586,David Silva,David Josué Jiménez Silva,33,1986-01-08,173,67,Spain,Manchester City,"CAM, CM",Left,LCM,21.0
35.0,WC-1934,1934 FIFA World Cup,M-1934-17,Italy v Czechoslovakia,final,not applicable,0.0,1.0,0.0,0.0,6/10/1934,17:00,S-078,Stadio Nazionale PNF,Rome,Italy,T-39,Italy,ITA,T-20,Czechoslovakia,CSK,21,2.0,1.0,1.0,-1.0,1.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,179813,https://sofifa.com/player/179813/edinson-cavani/20/159586,E. Cavani,Edinson Roberto Cavani Gómez,32,1987-02-14,185,77,Uruguay,Paris Saint-Germain,ST,Right,ST,9.0
36.0,WC-1938,1938 FIFA World Cup,M-1938-01,Switzerland v Germany,round of 16,not applicable,0.0,1.0,1.0,0.0,6/4/1938,17:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,11,1.0,1.0,0.0,0.0,1.0,0.0,0-0,0.0,0.0,draw,0.0,0.0,1.0,182493,https://sofifa.com/player/182493/diego-godin/20/159586,D. Godín,Diego Godín,33,1986-02-16,187,78,Uruguay,Inter,CB,Right,RCB,2.0
37.0,WC-1938,1938 FIFA World Cup,M-1938-02,Cuba v Romania,round of 16,not applicable,0.0,1.0,1.0,0.0,6/5/1938,17:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,33,3.0,3.0,0.0,0.0,1.0,0.0,0-0,0.0,0.0,draw,0.0,0.0,1.0,182521,https://sofifa.com/player/182521/toni-kroos/20/159586,T. Kroos,Toni Kroos,29,1990-01-04,183,76,Germany,Real Madrid,CM,Right,LCM,8.0
38.0,WC-1938,1938 FIFA World Cup,M-1938-03,France v Belgium,round of 16,not applicable,0.0,1.0,0.0,0.0,6/5/1938,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-28,France,FRA,T-06,Belgium,BEL,31,3.0,1.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,188350,https://sofifa.com/player/188350/marco-reus/20/159586,M. Reus,Marco Reus,30,1989-05-31,180,71,Germany,Borussia Dortmund,"CAM, LM, ST",Right,CAM,11.0
39.0,WC-1938,1938 FIFA World Cup,M-1938-04,Hungary v Dutch East Indies,round of 16,not applicable,0.0,1.0,0.0,0.0,6/5/1938,17:00,S-047,Vélodrome Municipal,Reims,France,T-34,Hungary,HUN,T-22,Dutch East Indies,IDN,60,6.0,0.0,6.0,-6.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,188567,https://sofifa.com/player/188567/pierre-emerick-aubameyang/20/159586,P. Aubameyang,Pierre-Emerick Aubameyang,30,1989-06-18,187,80,Gabon,Arsenal,"ST, LM",Right,LM,14.0
40.0,WC-1938,1938 FIFA World Cup,M-1938-05,Italy v Norway,round of 16,not applicable,0.0,1.0,0.0,0.0,6/5/1938,17:00,S-042,Stade Vélodrome,Marseille,France,T-39,Italy,ITA,T-51,Norway,NOR,21,2.0,1.0,1.0,-1.0,1.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,208722,https://sofifa.com/player/208722/sadio-mane/20/159586,S. Mané,Sadio Mané,27,1992-04-10,175,69,Senegal,Liverpool,"LW, LM",Right,LW,10.0
41.0,WC-1938,1938 FIFA World Cup,M-1938-06,Brazil v Poland,round of 16,not applicable,0.0,1.0,0.0,0.0,6/5/1938,17:30,S-050,Stade de la Meinau,Strasbourg,France,T-09,Brazil,BRA,T-55,Poland,POL,65,6.0,5.0,1.0,-1.0,1.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,212218,https://sofifa.com/player/212218/aymeric-laporte/20/159586,A. Laporte,Aymeric  Laporte,25,1994-05-27,189,85,France,Manchester City,"CB, LB",Left,LCB,14.0
42.0,WC-1938,1938 FIFA World Cup,M-1938-07,Czechoslovakia v Netherlands,round of 16,not applicable,0.0,1.0,0.0,0.0,6/5/1938,18:30,S-038,Stade Jules Deschaseaux,Le Havre,France,T-20,Czechoslovakia,CSK,T-46,Netherlands,NLD,30,3.0,0.0,3.0,-3.0,1.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,218667,https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/20/159586,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,24,1994-08-10,173,64,Portugal,Manchester City,"RW, CAM, CM",Left,RW,20.0
43.0,WC-1938,1938 FIFA World Cup,M-1938-08,Cuba v Romania,round of 16,not applicable,0.0,1.0,0.0,1.0,6/9/1938,18:00,S-052,Stade du T.O.E.C.,Toulouse,France,T-18,Cuba,CUB,T-59,Romania,ROU,21,2.0,1.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,200145,https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/20/159586,Casemiro,Carlos Henrique Venancio Casimiro,27,1992-02-23,185,84,Brazil,Real Madrid,CDM,Right,CDM,14.0
44.0,WC-1938,1938 FIFA World Cup,M-1938-09,Switzerland v Germany,round of 16,not applicable,0.0,1.0,0.0,1.0,6/9/1938,18:00,S-045,Parc des Princes,Paris,France,T-73,Switzerland,CHE,T-29,Germany,DEU,42,4.0,2.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,200104,https://sofifa.com/player/200104/heung-min-son/20/159586,H. Son,손흥민 孙兴慜,26,1992-07-08,183,78,Korea Republic,Tottenham Hotspur,"CF, LM",Right,LM,7.0
45.0,WC-1938,1938 FIFA World Cup,M-1938-10,Brazil v Czechoslovakia,quarter-finals,not applicable,0.0,1.0,1.0,0.0,6/12/1938,17:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,11,1.0,1.0,0.0,0.0,1.0,0.0,0-0,0.0,0.0,draw,0.0,0.0,1.0,135507,https://sofifa.com/player/135507/fernando-luiz-rosa/20/159586,Fernandinho,Fernando Luiz Rosa,34,1985-05-04,179,67,Brazil,Manchester City,CDM,Right,CDM,25.0
46.0,WC-1938,1938 FIFA World Cup,M-1938-11,Hungary v Switzerland,quarter-finals,not applicable,0.0,1.0,0.0,0.0,6/12/1938,17:00,S-040,Stade Victor Boucquey,Lille,France,T-34,Hungary,HUN,T-73,Switzerland,CHE,20,2.0,0.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,164240,https://sofifa.com/player/164240/thiago-emiliano-da-silva/20/159586,Thiago Silva,Thiago Emiliano da Silva,34,1984-09-22,183,82,Brazil,Paris Saint-Germain,CB,Right,LCB,2.0
47.0,WC-1938,1938 FIFA World Cup,M-1938-12,Italy v France,quarter-finals,not applicable,0.0,1.0,0.0,0.0,6/12/1938,17:00,S-046,Stade Olympique de Colombes,Paris,France,T-39,Italy,ITA,T-28,France,FRA,31,3.0,1.0,2.0,-2.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,165153,https://sofifa.com/player/165153/karim-benzema/20/159586,K. Benzema,Karim Benzema,31,1987-12-19,185,81,France,Real Madrid,"CF, ST",Right,CF,9.0
48.0,WC-1938,1938 FIFA World Cup,M-1938-13,Sweden v Cuba,quarter-finals,not applicable,0.0,1.0,0.0,0.0,6/12/1938,17:00,S-036,Stade du Fort Carré,Antibes,France,T-72,Sweden,SWE,T-18,Cuba,CUB,80,8.0,0.0,8.0,-8.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,172871,https://sofifa.com/player/172871/jan-vertonghen/20/159586,J. Vertonghen,Jan Vertonghen,32,1987-04-24,189,86,Belgium,Tottenham Hotspur,CB,Left,LCB,5.0
49.0,WC-1938,1938 FIFA World Cup,M-1938-14,Brazil v Czechoslovakia,quarter-finals,not applicable,0.0,1.0,0.0,1.0,6/14/1938,18:00,S-037,Stade du Parc Lescure,Bordeaux,France,T-09,Brazil,BRA,T-20,Czechoslovakia,CSK,21,2.0,1.0,1.0,-1.0,0.0,0.0,0-0,0.0,0.0,home team win,1.0,0.0,0.0,175943,https://sofifa.com/player/175943/dries-mertens/20/159586,D. Mertens,Dries Mertens,32,1987-05-06,169,61,Belgium,Napoli,"CF, ST",Right,SUB,14.0
